#,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
yvmrelfinyuuwbwbtq5e4yvmrelfwsaf,,Female,35 to 39,Yes,Living on my own (NO children or children have left home),3.0,Worse,Some of the time,Often,Not at all,Tend to agree,0,0,0,1,,,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,E,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Almost every month,Never,,,Unemployed,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",12054.0,2022-11-27 12:56:00,2022-11-27 13:01:00,00:04:48,2022-11-27,1,1.0,0,Never true,1,0.0,,0.0,5.0,0.0,0.0,Low,High,Secure
mb8oonsivbnllu5iqxmb8oo5g2jumm7l,,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",8.0,Worse,Some of the time,Some of the time,To some extent,Tend to agree,0,1,1,0,,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,Yes,0.0,1.0,0.0,0.0,0,,0.0,Almost every month,Almost every month,Never,,Working part-time,,,,,,,"£24,301- £37,900 p.a.",12862.0,2022-11-27 13:08:00,2022-11-27 13:11:00,00:03:50,2022-11-27,1,1.0,1,Never true,1,0.0,,0.0,4.0,0.0,1.0,Low,High,Moderate Risk
vnkv6bez1t6itnxqtcvnkv6behv8x221,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,7.0,The same,Some of the time,Some of the time,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Some months but not every month,Never,,,,,Not working- looking after house/ children,,,,"More than £58,900 p.a.",12899.0,2022-11-22 16:04:00,2022-11-22 16:13:00,00:08:16,2022-11-22,1,1.0,0,Never true,1,1.0,No,0.0,3.0,2.0,0.0,Low,Low,Secure
36xqx7lqkjw8g13bck2u36xqx7lqv4ye,,Female,35 to 39,No,"Living with other adults that are non-family members, such as friends/ flatmates",6.0,The same,Some of the time,Some of the time,To a large extent,Tend to disagree,0,0,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,Living in a guardianship,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",13179.0,2022-11-22 16:37:00,2022-11-22 16:40:00,00:03:57,2022-11-22,1,1.0,0,Never true,1,0.0,,0.0,1.0,0.0,0.0,Marginal,High,Secure
11651krzusxifj0xc11651qrledlu46p,,Female,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,7.0,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,0,1,0,1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,C,No,0.0,0.0,0.0,0.0,0,,0.0,Almost every month,Almost every month,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",13749.0,2022-11-22 15:35:00,2022-11-22 15:42:00,00:06:11,2022-11-22,1,1.0,1,Sometimes true,1,1.0,No,0.0,2.0,2.0,0.0,Marginal,Low,Secure
kcwk6ci2k0pvk3zlhpkcwkv1joaluxm0,,Female,30 to 34,No,Living on my own (NO children or children have left home),5.0,Better,Often,Some of the time,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation from Housing Association,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,1 or 2 months,Never,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",14001.0,2022-11-22 18:06:00,2022-11-22 18:10:00,00:04:22,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
9iorcc6zvew7huoydkda1q9iorccmv4l,,Male,45 to 49,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",3.0,The same,Some of the time,Some of the time,Not at all,Tend to disagree,1,0,0,0,,,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,Yes,1.0,1.0,0.0,1.0,1,,1.0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",14017.0,2022-11-27 12:52:00,2022-11-27 12:56:00,00:03:49,2022-11-27,1,1.0,1,Sometimes true,1,0.0,,0.0,7.0,0.0,5.0,Very Low,High,High Risk
o3qq4gz62mcknhv32o3qq4k3z3o74l97,,Female,50 to 54,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,Better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",15660.0,2022-11-27 13:49:00,2022-11-27 13:52:00,00:02:56,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
6c54luj52dcux36j56c5grzp8nte741q,,Female,30 to 34,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8.0,Better,Some of the time,Some of the time,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,D,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"More than £58,900 p.a.",16352.0,2022-11-22 22:59:00,2022-11-22 23:02:00,00:03:41,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
oxvu5r7ywezdgs4jlzlyzqoxvu5r7r7m,,Female,40 to 44,No,Living on my own WITH children under 18,9.0,The same,Hardly ever or never,Some of the time,Not at all,Tend to agree,0,0,0,0,,My workplace (Pret A Manger),,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,E,No,0.0,0.0,0.0,0.0,0,,0.0,Never,1 or 2 months,Never,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",16361.0,2022-11-23 10:51:00,2022-11-23 11:07:00,00:15:21,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
gww05ofgd109t2au93pgww05ulbjglxj,,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",8.0,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,0,0,1,1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,C,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",17383.0,2022-11-28 22:34:00,2022-11-28 22:38:00,00:03:06,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
chogqelhvmgfvx1ef83qcchogqelgkcv,,Female,40 to 44,No,Living on my own (NO children or children have left home),7.0,The same,Some of the time,Hardly ever or never,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",20931.0,2022-11-22 16:30:00,2022-11-22 16:34:00,00:04:35,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
ky8vr2c6ikjmg4545j0eaky8vroio8uc,,Female,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,Better,Some of the time,Hardly ever or never,To a large extent,Tend to agree,0,1,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",21347.0,2022-11-22 21:16:00,2022-11-22 21:21:00,00:04:22,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
24xdoum75tj1hidzep4v24xdoubhjqdu,,Female,60 to 64,No,Living on my own (NO children or children have left home),9.0,The same,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,1,1,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation from Housing Association,,Don't know,No,0.0,1.0,0.0,0.0,0,,0.0,Never,Never,Almost every month,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",26920.0,2022-11-22 19:11:00,2022-11-22 19:17:00,00:06:29,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,1.0,High,High,Moderate Risk
yv43nhpr3smb44pxvayv43nw917nfus5,,Female,45 to 49,No,"Living with other adults that are non-family members, such as friends/ flatmates",8.0,The same,Often,Some of the time,To some extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",28032.0,2022-11-22 15:35:00,2022-11-22 15:37:00,00:02:07,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
57va17sp4nhdiabqrg57va16w212a64e,,Female,30 to 34,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,E,No,0.0,0.0,0.0,0.0,0,,0.0,1 or 2 months,Never,Never,Working full-time,Working part-time,,,,,,,"£37,901- £58,900 p.a.",29165.0,2022-11-22 17:56:00,2022-11-22 18:10:00,00:14:18,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
oev799wtbmaxefy5c6qoev799wtk3yrn,,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",7.0,Better,Some of the time,Some of the time,To a large extent,Definitely agree,0,0,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,D,No,0.0,0.0,0.0,0.0,0,,0.0,Never,1 or 2 months,1 or 2 months,,,,,,,Student,,"More than £58,900 p.a.",32012.0,2022-11-23 16:58:00,2022-11-23 17:04:00,00:06:27,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
fxh54ixoznrv60wxtupfxh54i2t3zkl0,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,7.0,Better,Some of the time,Some of the time,To a large extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",32450.0,2022-11-27 14:43:00,2022-11-27 14:48:00,00:04:24,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
osyl9y44jty7vtkd9tosyl2z7no6rji6,,Female,40 to 44,Yes,Living with partner/ spouse/ older relative WITH children under 18,4.0,The same,Some of the time,Some of the time,To some extent,Definitely agree,1,0,1,1,,Kids club,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,1.0,1.0,1.0,1.0,1,,0.0,Almost every month,Almost every month,Some months but not every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",34975.0,2022-11-22 19:41:00,2022-11-22 19:46:00,00:05:01,2022-11-22,1,1.0,1,Often true,1,1.0,No,0.0,8.0,3.0,5.0,Very Low,Low,High Risk
prjm5psbqx5t2ejp8ww7prjm52jlmvlp,,Male,45 to 49,No,Living on my own (NO children or children have left home),7.0,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",35408.0,2022-11-28 13:18:00,2022-11-28 13:22:00,00:03:50,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
m184yuh099zxim1h59svfulp9yuy35xt,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,6.0,The same,Some of the time,Often,To some extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,Living in rented accommodation from Housing Association,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,1 or 2 months,Some months but not every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",36992.0,2022-11-27 12:49:00,2022-11-27 12:53:00,00:04:23,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,2.0,0.0,High,Low,Secure
l1rqm3sda8b2zw3ds54lul1rqm3qjksa,,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,10.0,Better,Some of the time,Hardly ever or never,To some extent,Definitely disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,Don't know,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,1 or 2 months,Never,,,,,Not working- looking after house/ children,,,,Prefer not to say,39727.0,2022-11-22 16:00:00,2022-11-22 16:08:00,00:07:48,2022-11-22,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
hhq0hm27fizgbj5ehhq0j0eyi2520rv2,,Female,35 to 39,Yes,Living with partner/ spouse (NO children or children have left home),7.0,Worse,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,0,0,1,0,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,Don't know,No,0.0,0.0,1.0,0.0,0,,0.0,Almost every month,Some months but not every month,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",40118.0,2022-11-27 14:18:00,2022-11-27 14:22:00,00:03:52,2022-11-27,1,1.0,1,Sometimes true,1,0.0,,0.0,3.0,0.0,1.0,Low,High,Moderate Risk
2zub53rrn34wxhsmdx2zub53mixzbzy2,,Female,50 to 54,Yes,Living on my own WITH children under 18,6.0,The same,Some of the time,Some of the time,To some extent,Tend to disagree,1,0,0,1,,,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,Living in rented accommodation from Housing Association,,G,No,1.0,1.0,1.0,1.0,0,,1.0,Almost every month,Almost every month,Almost every month,,Working part-time,,,,,,,"Less than £14,900 p.a.",40273.0,2022-11-22 17:45:00,2022-11-22 17:51:00,00:06:06,2022-11-22,1,1.0,1,Often true,1,1.0,Yes,1.0,8.0,6.0,6.0,Very Low,Very Low,High Risk
fqc33337syjpxl0vlmcfqc33gkfz1hre,,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),8.0,Better,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",44147.0,2022-11-22 16:59:00,2022-11-22 17:01:00,00:02:00,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
iyyy8dwqvbgdjgsr9iyyy06ur1erjagp,,Female,60 to 64,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8.0,Better,Often,Often,To some extent,Tend to agree,0,0,1,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Some months but not every month,Never,,,,,,,,On a temporary placement,"£14,901- £24,300 p.a.",48731.0,2022-11-22 16:00:00,2022-11-22 16:07:00,00:06:32,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
bebsx5l8a4pdo8gurwv03bebsxlva0ab,,Female,35 to 39,No,Living with partner/ spouse (NO children or children have left home),8.0,The same,Some of the time,Some of the time,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Renting from private landlord,,B,No,0.0,0.0,0.0,0.0,0,,0.0,Some months but not every month,Some months but not every month,Some months but not every month,,,Unemployed,,,,,,"£37,901- £58,900 p.a.",50599.0,2022-11-22 17:41:00,2022-11-22 17:44:00,00:03:12,2022-11-22,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
54oennmsb1j37gc3epm54oennm4e3mkk,,Female,55 to 59,No,Living with partner/ spouse (NO children or children have left home),8.0,Better,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Buying the house on a mortgage,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,Never,Never,,Working part-time,,,,,,,Prefer not to say,52164.0,2022-11-27 16:11:00,2022-11-27 16:14:00,00:02:24,2022-11-27,1,1.0,0,Never true,0,0.0,,0.0,0.0,0.0,0.0,High,High,Secure
zydumn322lclsgdzbrehoczydumnuk0g,,Female,40 to 44,Yes,Living with partner/ spouse/ older relative WITH children under 18,8.0,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,Don't know,No,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",53936.0,2022-11-27 15:48:00,2022-11-27 15:52:00,00:03:31,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
st9qqrl56l9dfsuyo7lst9qqr9ub9l7t,,Female,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,8.0,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,0,0,0,0,None of the above,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Owning the house outright,,D,No,0.0,0.0,0.0,0.0,0,,0.0,Never,,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",53958.0,2022-11-27 16:16:00,2022-11-27 16:21:00,00:04:50,2022-11-27,1,1.0,0,Never true,0,0.0,No,0.0,0.0,0.0,0.0,High,High,Secure
t7vut4ejt318ldf1rgrvmit7vutp0wi1,,Female,45 to 49,Yes,Living on my own (NO children or children have left home),9.0,Worse,Some of the time,Some of the time,Not at all,Tend to disagree,1,0,0,0,,,,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Living in rented accommodation arranged by the Local Authority,,Don't know,No,0.0,0.0,0.0,1.0,1,,0.0,Some months but not every month,Some months but not every month,Some months but not every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",54208.0,2022-11-22 15:43:00,2022-11-22 15:48:00,00:04:37,2022-11-22,1,1.0,1,Sometimes true,1,0.0,,1.0,4.0,0.0,3.0,Low,High,High Risk
